num_trains,type,k,time,time_first_solution,solution_found,num_movements
32,1/3,3,785.5406045913696,785.5406045913696,True,181
num_trains,type,k,time,time_first_solution,solution_found,num_movements
32,1/3,6,1313.6014666557312,1313.6014666557312,True,222
num_trains,type,k,time,time_first_solution,solution_found,num_movements
32,1/3,8,1482.2570395469666,1482.2570395469666,True,185
num_trains,type,k,time,time_first_solution,solution_found,num_movements
32,1/3,10,1827.9376718997955,1827.9376718997955,False,207
num_trains,type,k,time,time_first_solution,solution_found,num_movements
32,1/3,11,1834.3482811450958,1834.3482811450958,False,205
