num_trains,type,k,time,time_first_solution,solution_found,num_movements
32,1,9,1862.5213949680328,1862.5213949680328,False,162
num_trains,type,k,time,time_first_solution,solution_found,num_movements
32,1,6,1804.3909885883331,1804.3909885883331,False,178
num_trains,type,k,time,time_first_solution,solution_found,num_movements
32,1,8,1913.7196960449219,1913.7196960449219,False,173
num_trains,type,k,time,time_first_solution,solution_found,num_movements
32,1,9,1808.2920463085175,1808.2920463085175,False,197
num_trains,type,k,time,time_first_solution,solution_found,num_movements
32,1,9,1906.6232776641846,1906.6232776641846,False,176
