num_trains,type,time,time_first_solution,solution_found,num_movements
5,1,3.72579,3.26,True,10.0
5,1,3.5703824,3.27,True,10.0
5,1,3.7201879,3.25,True,10.0
5,1,3.6036281,3.32,True,10.0
5,1,3.3695903,3.1,True,10.0
5,1,3.5101514,3.19,True,10.0
5,1,3.4383055,3.17,True,10.0
5,1,3.5059602,3.22,True,10.0
5,1,3.4941569,3.2,True,10.0
5,1,3.4890443,3.2,True,10.0
5,1,4.0093828,3.58,True,10.0
5,1,3.5593096,3.26,True,10.0
5,1,4.2286923,3.72,True,10.0
5,1,4.1647503,3.7,True,10.0
5,1,3.5893051,3.17,True,10.0
5,1,3.5826035,3.09,True,10.0
5,1,3.5168438,3.1,True,10.0
5,1,3.5894207,3.14,True,10.0
5,1,3.9845801,3.7,True,10.0
5,1,3.7119437,3.4,True,10.0
5,1,4.0253415,3.6,True,10.0
5,1,3.4907117,3.21,True,10.0
5,1,3.7694172,3.24,True,10.0
5,1,3.4649884,3.16,True,10.0
5,1,4.2719591,3.83,True,10.0
5,1,4.1019682,3.63,True,10.0
5,1,4.1435404,3.61,True,10.0
5,1,4.1445723,3.7,True,10.0
5,1,3.52392,3.11,True,10.0
5,1,3.7131865,3.19,True,10.0
5,1/3,3.9538058,3.65,True,10.0
5,1/3,4.1044682,3.71,True,10.0
5,1/3,3.9909728,3.66,True,10.0
5,1/3,4.0875332,3.66,True,10.0
5,1/3,4.0842779,3.7,True,10.0
5,1/3,3.6163823,3.22,True,10.0
5,1/3,3.6580908,3.26,True,10.0
5,1/3,3.9151756,3.64,True,10.0
5,1/3,3.6159139,3.23,True,10.0
5,1/3,3.6506826,3.26,True,10.0
5,1/3,4.1665259,3.68,True,10.0
5,1/3,3.9929499,3.48,True,10.0
5,1/3,3.6546184,3.32,True,10.0
5,1/3,3.9553837,3.65,True,10.0
5,1/3,4.0290535,3.65,True,10.0
5,1/3,3.5666403,3.23,True,10.0
5,1/3,4.0112165,3.72,True,10.0
5,1/3,3.9812573,3.63,True,10.0
5,1/3,4.0722955,3.7,True,10.0
5,1/3,3.9746995,3.32,True,10.0
5,1/3,3.4079883,3.08,True,10.0
5,1/3,3.4993623,3.14,True,10.0
5,1/3,4.0577872,3.67,True,10.0
5,1/3,3.9675848,3.56,True,10.0
5,1/3,4.3417444,3.63,True,10.0
5,1/3,3.7726695,3.12,True,10.0
5,1/3,4.3057848,3.53,True,10.0
5,1/3,4.0122033,3.62,True,10.0
5,1/3,3.5184827,3.11,True,10.0
5,1/3,4.2278078,3.58,True,10.0
5,num_trains,2.166565,1.88,True,10.0
5,num_trains,2.1775058,1.87,True,10.0
5,num_trains,2.0472287,1.76,True,10.0
5,num_trains,2.0602875,1.78,True,10.0
5,num_trains,2.1411459,1.8,True,10.0
5,num_trains,2.2852027,1.93,True,10.0
5,num_trains,2.3331119,1.87,True,10.0
5,num_trains,2.1540803,1.82,True,10.0
5,num_trains,2.0512242,1.77,True,10.0
5,num_trains,2.1431409,1.86,True,10.0
5,num_trains,2.262111,1.82,True,10.0
5,num_trains,2.1562603,1.77,True,10.0
5,num_trains,2.0863435,1.79,True,10.0
5,num_trains,2.0567423,1.77,True,10.0
5,num_trains,2.1805563,1.82,True,10.0
5,num_trains,2.131327,1.85,True,10.0
5,num_trains,2.0735598,1.79,True,10.0
5,num_trains,2.0650199,1.78,True,10.0
5,num_trains,2.2267056,1.9,True,10.0
5,num_trains,2.1412331,1.8,True,10.0
5,num_trains,2.1491181,1.85,True,10.0
5,num_trains,2.0569269,1.77,True,10.0
5,num_trains,2.1245055,1.77,True,10.0
5,num_trains,2.1268647,1.79,True,10.0
5,num_trains,2.2515506,1.83,True,10.0
5,num_trains,2.2391215,1.85,True,10.0
5,num_trains,2.0308579,1.75,True,10.0
5,num_trains,2.3487181,1.89,True,10.0
5,num_trains,2.1747784,1.83,True,10.0
5,num_trains,2.0395383,1.76,True,10.0
10,1,5.6916864,4.49,True,20.0
10,1,6.7426915,4.13,True,20.0
10,1,5.4193687,4.43,True,20.0
10,1,5.8499781,4.15,True,20.0
10,1,7.5139592,4.67,True,20.0
10,1,6.0924783,4.37,True,20.0
10,1,5.9562041,4.18,True,20.0
10,1,5.7935414,4.19,True,20.0
10,1,5.7278932,4.12,True,20.0
10,1,5.8327942,4.15,True,20.0
10,1,6.4372999,4.27,True,20.0
10,1,7.4968729,4.24,True,20.0
10,1,5.7302409,4.5,True,20.0
10,1,5.6871206,4.16,True,20.0
10,1,5.763503,4.24,True,20.0
10,1,5.7043934,4.11,True,20.0
10,1,5.4713264,4.31,True,20.0
10,1,5.3752228,4.07,True,20.0
10,1,6.0019127,4.4,True,20.0
10,1,5.2247759,4.08,True,20.0
10,1,5.3398011,4.4,True,20.0
10,1,5.2533459,4.13,True,20.0
10,1,5.6903124,4.12,True,20.0
10,1,5.4537899,4.17,True,20.0
10,1,6.5778502,4.31,True,20.0
10,1,5.5488146,4.11,True,20.0
10,1,5.5665006,4.01,True,20.0
10,1,5.0940012,4.01,True,20.0
10,1,5.070478,4.19,True,20.0
10,1,5.6485798,4.0,True,20.0
10,1/3,7.6855959,3.89,True,20.0
10,1/3,6.5999536,4.51,True,21.0
10,1/3,6.6784268,4.84,True,20.0
10,1/3,6.4618233,4.1,True,20.0
10,1/3,6.8293137,4.76,True,20.0
10,1/3,6.0235134,4.38,True,20.0
10,1/3,7.8210611,4.56,True,20.0
10,1/3,6.3794795,4.31,True,20.0
10,1/3,8.8964305,4.46,True,20.0
10,1/3,6.5660986,4.1,True,20.0
10,1/3,6.1883352,4.29,True,20.0
10,1/3,7.0013999,4.74,True,20.0
10,1/3,6.7656359,4.1,True,20.0
10,1/3,7.1691538,4.38,True,20.0
10,1/3,7.6688565,4.68,True,20.0
10,1/3,6.4578287,4.34,True,20.0
10,1/3,5.1863861,4.4,True,20.0
10,1/3,6.1391608,4.38,True,20.0
10,1/3,6.7487556,4.29,True,20.0
10,1/3,5.5853544,3.93,True,20.0
10,1/3,5.4420637,4.05,True,20.0
10,1/3,5.5975842,4.07,True,20.0
10,1/3,6.6479091,4.05,True,20.0
10,1/3,6.9786989,4.12,True,20.0
10,1/3,4.4778855,3.46,True,20.0
10,1/3,6.3199837,3.97,True,20.0
10,1/3,5.3213173,4.19,True,20.0
10,1/3,5.3928834,4.54,True,20.0
10,1/3,7.3380285,4.21,True,20.0
10,1/3,6.6819443,4.37,True,20.0
10,num_trains,4.7146615,2.29,True,20.0
10,num_trains,5.4442483,1.71,True,21.0
10,num_trains,3.9317207,2.26,True,20.0
10,num_trains,3.4137429,2.27,True,20.0
10,num_trains,3.8900849,2.52,True,20.0
10,num_trains,3.7503708,2.34,True,20.0
10,num_trains,4.0102138,2.24,True,20.0
10,num_trains,3.1996807,1.79,True,20.0
10,num_trains,5.8473864,2.94,True,20.0
10,num_trains,4.3232712,2.1,True,20.0
10,num_trains,3.7085293,2.46,True,20.0
10,num_trains,4.0606797,3.0,True,20.0
10,num_trains,4.4380092,2.58,True,20.0
10,num_trains,5.5146152,2.58,True,20.0
10,num_trains,6.7139366,2.91,True,20.0
10,num_trains,4.297774,2.59,True,20.0
10,num_trains,4.4563633,2.4,True,20.0
10,num_trains,3.7219198,2.61,True,20.0
10,num_trains,3.5841166,2.5,True,21.0
10,num_trains,3.2071646,2.0,True,20.0
10,num_trains,3.791769,2.76,True,20.0
10,num_trains,3.0066068,1.82,True,20.0
10,num_trains,7.8321067,2.95,True,20.0
10,num_trains,5.1709592,2.59,True,20.0
10,num_trains,2.6928049,1.51,True,20.0
10,num_trains,4.3995907,2.54,True,21.0
10,num_trains,4.1072714,2.46,True,20.0
10,num_trains,3.5419962,2.6,True,20.0
10,num_trains,5.1512032,2.62,True,20.0
10,num_trains,4.2791135,2.49,True,20.0
15,1,12.8299868,6.69,True,30.0
15,1,12.2937104,5.4,True,30.0
15,1,12.3795837,6.83,True,30.0
15,1,11.7724289,5.55,True,30.0
15,1,10.8835775,5.39,True,30.0
15,1,11.8373992,5.6,True,30.0
15,1,12.780884,5.69,True,30.0
15,1,12.5092438,7.28,True,30.0
15,1,14.0588284,7.23,True,30.0
15,1,13.1757135,5.62,True,30.0
15,1,12.7201222,5.32,True,30.0
15,1,11.6109052,5.44,True,30.0
15,1,12.8158123,6.57,True,30.0
15,1,12.1758247,5.5,True,30.0
15,1,10.9345317,5.4,True,30.0
15,1,11.5470253,5.39,True,30.0
15,1,12.5192126,5.57,True,30.0
15,1,12.8205572,5.47,True,30.0
15,1,11.3008863,5.45,True,30.0
15,1,10.985511,5.54,True,30.0
15,1,11.4032422,5.38,True,30.0
15,1,10.2524062,5.39,True,30.0
15,1,10.8059816,5.41,True,30.0
15,1,11.8677234,5.29,True,30.0
15,1,10.5002254,5.25,True,30.0
15,1,11.9632245,5.9,True,30.0
15,1,11.3834688,5.92,True,30.0
15,1,10.4575512,5.42,True,30.0
15,1,12.355172,6.62,True,30.0
15,1,12.4468074,5.51,True,30.0
15,1/3,11.6248561,6.19,True,30.0
15,1/3,11.882935,6.69,True,30.0
