num_trains,k,time,time_solution
5,0,5.672261476516724
5,0,4.855211019515991
5,0,4.933016538619995
5,0,5.307112693786621
5,0,5.350501775741577
10,0,10.836608409881592
10,0,10.300413608551025
10,0,10.661391973495483
10,0,10.713871002197266
10,0,10.734211683273315
15,1,33.103668451309204
15,1,33.15310740470886
15,1,32.17350912094116
15,0,15.945064544677734
15,1,35.945263624191284
20,1,47.99969410896301
20,2,74.52368354797363
20,2,67.37648415565491
20,1,49.097981214523315
20,1,44.845359802246094
25,3,126.46436929702759
25,2,93.78483057022095
25,1,60.918339252471924
25,4,163.39764046669006
25,3,129.51933979988098
30,2,125.85825634002686
30,2,118.29881858825684
30,2,117.62894463539124
30,6,269.1818699836731
30,2,115.72793698310852
