num_trains,k,time,time_solution
10,0,10.980246305465698
10,0,10.427623271942139
10,0,11.377104997634888
10,1,23.950493335723877
10,0,9.969009160995483
15,1,36.965291023254395
15,2,58.76422929763794
15,1,35.63370203971863
15,1,38.69277906417847
15,1,39.62179899215698
20,1,52.34342169761658
20,1,51.9861855506897
20,1,52.301026344299316
20,1,51.29064154624939
20,2,78.07383370399475
25,4,165.4679913520813
25,49,1589.5203759670258
25,5,191.86847043037415
25,2,99.07794547080994
25,2,99.79725909233093
30,4,206.0828983783722
30,3,168.91573548316956
30,2,124.54956793785095
30,2,121.46007061004639
30,7,316.5068335533142
5,0,4.725355863571167
5,0,4.759055137634277
5,0,4.671280145645142
5,0,4.97262978553772
5,0,5.172772645950317
