num_trains,k,time,time_solution
10,1,28.794605016708374
10,0,12.288617134094238
10,0,12.458564281463623
10,1,25.687848567962646
10,0,11.51958155632019
15,1,38.49761939048767
15,1,40.13217258453369
15,1,38.51531958580017
15,2,56.19059419631958
15,0,20.40428638458252
20,1,54.02039909362793
20,1,54.402665853500366
20,6,173.96163034439087
20,3,103.77808141708374
20,1,52.28049564361572
25,1,70.19727945327759
25,1,71.35734701156616
25,1,72.62494587898254
25,5,195.55351781845093
25,2,103.48981308937073
30,4,204.54603719711304
30,3,161.88441491127014
30,2,129.12480092048645
30,5,236.85336470603943
30,4,204.0837597846985
5,0,5.803081035614014
5,0,5.4684247970581055
5,0,6.7705841064453125
5,0,4.996032953262329
5,0,6.3777077198028564
