num_trains,k,time
5,4,11.344987392425537
5,3,10.488118648529053
5,3,9.825983047485352
5,4,11.136606454849243
5,1,3.904332160949707
10,11,55.61608171463013
10,9,49.78264570236206
10,12,69.0236268043518
10,10,52.43005657196045
10,10,54.563984394073486
15,191,1178.809003353119
15,70,399.02931118011475
15,19,108.98491835594177
15,26,158.0650234222412
15,131,704.4052679538727
20,222,4731.099472045898
20,72,1700.3442060947418
20,104,1282.8859391212463
20,134,1910.5340447425842
