num_trains,k,time
10,0,10.348536729812622
20,13,282.55407786369324
20,23,435.9475498199463
20,4,84.5017740726471
20,7,141.50896525382996
20,5,103.34485125541687

ADMM before fix (moving p_values out side of loop over agents)
