num_trains,k,time
5,2,12.95530390739441
5,2,12.288575887680054
5,2,12.855937242507935
5,1,7.879000663757324
5,1,7.550501346588135
10,16,143.40659308433533
10,7,72.45111894607544
10,1,16.78033137321472
10,6,64.38677453994751
10,2,25.56708002090454
15,35,483.7574779987335
15,81,1031.1331043243408
15,57,775.9225742816925
15,69,901.9027099609375
15,70,905.2944934368134

before speed up with matching
