filename,found,endtime,computation_time
scenario_solver_20_trains_5_units19,True,5640,6.131544589996338
scenario_solver_20_trains_5_units3,True,5640,5.843908309936523
scenario_solver_20_trains_5_units8,True,5880,5.067086458206177
scenario_solver_20_trains_5_units29,True,5880,4.76676607131958
scenario_solver_20_trains_5_units24,True,6000,4.010678768157959
scenario_solver_20_trains_5_units1,True,4800,6.344836235046387
scenario_solver_20_trains_5_units6,True,5040,3.323420763015747
scenario_solver_20_trains_5_units3,True,5760,5.369078874588013
scenario_solver_20_trains_5_units29,True,5160,8.370474576950073
scenario_solver_20_trains_5_units23,True,5160,6.033106803894043
scenario_solver_20_trains_5_units6,True,5760,4.710030794143677
scenario_solver_20_trains_5_units9,True,4800,6.691450595855713
scenario_solver_20_trains_5_units10,True,5160,31.446083784103394
scenario_solver_20_trains_5_units22,True,5280,7.153569221496582
scenario_solver_20_trains_5_units6,True,5400,4.34683084487915
scenario_solver_20_trains_5_units12,True,5880,4.366099834442139
scenario_solver_20_trains_5_units18,True,5880,5.451168537139893
scenario_solver_20_trains_5_units3,True,5280,6.751443386077881
scenario_solver_20_trains_5_units25,True,5160,4.201388835906982
scenario_solver_20_trains_5_units22,True,5520,6.163995981216431
scenario_solver_20_trains_5_units6,True,6000,6.59578537940979
scenario_solver_20_trains_5_units8,True,5040,9.846209526062012
scenario_solver_20_trains_5_units1,True,5640,4.49843692779541
scenario_solver_20_trains_5_units26,True,5040,6.273771524429321
scenario_solver_20_trains_5_units17,True,5760,3.7759978771209717
scenario_solver_20_trains_5_units6,True,4920,4.733332872390747
scenario_solver_20_trains_5_units4,True,5760,7.687163591384888
scenario_solver_20_trains_5_units5,True,5280,8.622617483139038
scenario_solver_20_trains_5_units12,True,5400,4.632853269577026
scenario_solver_20_trains_5_units14,True,5160,6.924097061157227
scenario_solver_20_trains_5_units3,True,5520,4.798099040985107
scenario_solver_20_trains_5_units7,True,5520,6.7088563442230225
scenario_solver_20_trains_5_units10,True,6000,4.2181007862091064
scenario_solver_20_trains_5_units14,True,5760,4.3210484981536865
scenario_solver_20_trains_5_units6,True,5160,5.0578930377960205
scenario_solver_20_trains_5_units14,True,4920,4.234302759170532
scenario_solver_20_trains_5_units30,True,5160,4.191565036773682
scenario_solver_20_trains_5_units29,True,6000,5.02464485168457
scenario_solver_20_trains_5_units19,True,5880,4.3462913036346436
scenario_solver_20_trains_5_units7,True,6000,6.252762794494629
scenario_solver_20_trains_5_units25,True,5760,4.343249559402466
scenario_solver_20_trains_5_units1,True,5040,5.718110799789429
scenario_solver_20_trains_5_units2,True,5880,5.725977897644043
scenario_solver_20_trains_5_units25,True,5040,5.905099630355835
scenario_solver_20_trains_5_units2,True,5160,8.008966445922852
scenario_solver_20_trains_5_units8,True,5520,4.092278003692627
scenario_solver_20_trains_5_units13,True,5760,9.35817003250122
scenario_solver_20_trains_5_units24,True,5280,3.5611326694488525
scenario_solver_20_trains_5_units30,True,5400,3.8086249828338623
scenario_solver_20_trains_5_units13,True,5400,7.777215957641602
scenario_solver_20_trains_5_units23,True,4800,4.127554178237915
scenario_solver_20_trains_5_units2,True,4800,8.299087285995483
scenario_solver_20_trains_5_units5,True,6000,4.599036455154419
scenario_solver_20_trains_5_units9,True,6000,5.088074684143066
scenario_solver_20_trains_5_units3,True,5160,5.493779897689819
scenario_solver_20_trains_5_units22,True,5880,6.793972015380859
scenario_solver_20_trains_5_units5,True,5160,7.794912576675415
scenario_solver_20_trains_5_units18,True,5520,3.7902567386627197
scenario_solver_20_trains_5_units22,True,5760,4.5248863697052
scenario_solver_20_trains_5_units30,True,5040,5.832333564758301
scenario_solver_20_trains_5_units16,True,5400,10.774848461151123
scenario_solver_20_trains_5_units25,True,4920,4.798747301101685
scenario_solver_20_trains_5_units16,True,5520,4.235183238983154
scenario_solver_20_trains_5_units10,True,5400,8.378225088119507
scenario_solver_20_trains_5_units1,True,5880,5.507172584533691
scenario_solver_20_trains_5_units7,True,4920,6.5115647315979
scenario_solver_20_trains_5_units25,True,5280,3.871049165725708
scenario_solver_20_trains_5_units26,True,5160,3.5846946239471436
scenario_solver_20_trains_5_units5,True,5040,5.370630741119385
scenario_solver_20_trains_5_units10,True,5280,3.9104881286621094
scenario_solver_20_trains_5_units14,True,5880,3.868156671524048
scenario_solver_20_trains_5_units2,True,4920,5.2475669384002686
scenario_solver_20_trains_5_units28,True,5640,4.828160047531128
scenario_solver_20_trains_5_units8,True,5400,22.436370134353638
scenario_solver_20_trains_5_units29,True,4800,4.144094228744507
scenario_solver_20_trains_5_units24,True,5640,3.9722445011138916
scenario_solver_20_trains_5_units20,True,5880,5.075289726257324
scenario_solver_20_trains_5_units19,True,5520,4.052416086196899
scenario_solver_20_trains_5_units11,True,5640,5.294010162353516
scenario_solver_20_trains_5_units18,True,5040,5.552923202514648
scenario_solver_20_trains_5_units12,True,5280,3.258423328399658
scenario_solver_20_trains_5_units21,True,4800,6.086304664611816
scenario_solver_20_trains_5_units21,True,5880,5.4622180461883545
scenario_solver_20_trains_5_units2,True,5640,9.449830293655396
scenario_solver_20_trains_5_units20,True,5160,7.2750325202941895
scenario_solver_20_trains_5_units20,True,4800,4.749937295913696
scenario_solver_20_trains_5_units23,True,5280,10.599827766418457
scenario_solver_20_trains_5_units12,True,5640,6.811545372009277
scenario_solver_20_trains_5_units6,True,5880,5.606121063232422
scenario_solver_20_trains_5_units24,True,5520,3.8339459896087646
scenario_solver_20_trains_5_units21,True,6000,4.903337478637695
scenario_solver_20_trains_5_units2,True,5400,6.909368991851807
scenario_solver_20_trains_5_units15,True,5400,5.249814987182617
scenario_solver_20_trains_5_units10,True,5880,7.155214309692383
scenario_solver_20_trains_5_units24,True,5760,4.705333471298218
scenario_solver_20_trains_5_units29,True,5640,4.006103515625
scenario_solver_20_trains_5_units27,True,4800,5.272798776626587
scenario_solver_20_trains_5_units24,True,5040,12.695324420928955
scenario_solver_20_trains_5_units26,True,6000,5.510648488998413
scenario_solver_20_trains_5_units17,True,5400,5.234320640563965
scenario_solver_20_trains_5_units21,True,4920,6.962052822113037
scenario_solver_20_trains_5_units8,True,4800,5.882790565490723
scenario_solver_20_trains_5_units17,True,5880,3.8634839057922363
scenario_solver_20_trains_5_units18,True,4800,4.0332350730896
scenario_solver_20_trains_5_units9,True,5160,4.504178285598755
scenario_solver_20_trains_5_units11,True,6000,6.11586332321167
scenario_solver_20_trains_5_units14,True,6000,7.855883359909058
scenario_solver_20_trains_5_units8,True,4920,11.427998781204224
scenario_solver_20_trains_5_units20,True,5040,12.42578125
scenario_solver_20_trains_5_units12,True,5040,4.01050591468811
scenario_solver_20_trains_5_units16,True,5640,1505.6143066883087
scenario_solver_20_trains_5_units5,True,5640,9.043706178665161
scenario_solver_20_trains_5_units27,True,5520,3.604848623275757
scenario_solver_20_trains_5_units30,True,5280,3.1189510822296143
scenario_solver_20_trains_5_units3,True,5040,4.270414113998413
scenario_solver_20_trains_5_units7,True,4800,8.222829103469849
scenario_solver_20_trains_5_units13,True,5280,9.308632373809814
scenario_solver_20_trains_5_units25,True,5880,5.665403127670288
scenario_solver_20_trains_5_units15,True,6000,3.606983184814453
scenario_solver_20_trains_5_units9,True,5760,4.313646078109741
scenario_solver_20_trains_5_units26,True,4920,13.2695152759552
scenario_solver_20_trains_5_units28,True,4800,4.267261028289795
scenario_solver_20_trains_5_units20,True,5760,4.473131895065308
scenario_solver_20_trains_5_units12,True,5520,4.749089241027832
scenario_solver_20_trains_5_units11,True,5280,5.865644931793213
scenario_solver_20_trains_5_units22,True,4800,3.8296210765838623
scenario_solver_20_trains_5_units19,True,5160,6.657006025314331
scenario_solver_20_trains_5_units25,True,5640,5.532641172409058
scenario_solver_20_trains_5_units6,True,5520,4.557147741317749
scenario_solver_20_trains_5_units3,True,4920,7.864254474639893
scenario_solver_20_trains_5_units25,True,4800,4.639684200286865
scenario_solver_20_trains_5_units10,True,4800,5.322954893112183
scenario_solver_20_trains_5_units27,True,5760,4.6648736000061035
scenario_solver_20_trains_5_units13,True,5040,3.756620168685913
scenario_solver_20_trains_5_units30,True,5520,5.024656295776367
scenario_solver_20_trains_5_units9,True,5400,6.426051616668701
scenario_solver_20_trains_5_units22,True,5400,33.95618152618408
scenario_solver_20_trains_5_units25,True,5520,2.831249713897705
scenario_solver_20_trains_5_units7,True,5760,4.737200498580933
scenario_solver_20_trains_5_units30,True,6000,3.775449752807617
scenario_solver_20_trains_5_units1,True,5400,4.953908920288086
scenario_solver_20_trains_5_units11,True,5040,8.343356609344482
scenario_solver_20_trains_5_units15,True,4800,6.078095436096191
scenario_solver_20_trains_5_units20,True,6000,5.206991195678711
scenario_solver_20_trains_5_units19,True,4920,7.473161220550537
scenario_solver_20_trains_5_units23,True,5520,5.854154825210571
scenario_solver_20_trains_5_units23,True,4920,5.74833869934082
scenario_solver_20_trains_5_units17,True,5160,4.38111138343811
scenario_solver_20_trains_5_units11,True,4920,8.984703540802002
scenario_solver_20_trains_5_units18,True,5280,8.30571722984314
scenario_solver_20_trains_5_units9,True,5280,10.606570720672607
scenario_solver_20_trains_5_units26,True,5880,5.468397378921509
scenario_solver_20_trains_5_units5,True,5520,4.139561653137207
scenario_solver_20_trains_5_units16,True,5760,4.158167600631714
scenario_solver_20_trains_5_units15,True,5640,6.591989040374756
scenario_solver_20_trains_5_units9,True,5040,4.782080888748169
scenario_solver_20_trains_5_units27,True,5640,4.54193902015686
scenario_solver_20_trains_5_units4,True,5160,18.508607625961304
scenario_solver_20_trains_5_units29,True,5280,4.746594429016113
scenario_solver_20_trains_5_units29,True,4920,7.840467691421509
scenario_solver_20_trains_5_units14,True,5400,4.632430791854858
scenario_solver_20_trains_5_units10,True,5040,4.224230527877808
scenario_solver_20_trains_5_units22,True,5640,4.457517623901367
scenario_solver_20_trains_5_units19,True,6000,5.921674728393555
scenario_solver_20_trains_5_units21,True,5280,5.232412815093994
scenario_solver_20_trains_5_units12,True,5160,6.067377328872681
scenario_solver_20_trains_5_units14,True,5280,8.80691123008728
scenario_solver_20_trains_5_units30,True,4800,7.952368974685669
scenario_solver_20_trains_5_units9,True,5520,4.063401222229004
scenario_solver_20_trains_5_units18,True,6000,6.2070698738098145
scenario_solver_20_trains_5_units10,True,4920,7.353416204452515
scenario_solver_20_trains_5_units15,True,5880,5.075075626373291
scenario_solver_20_trains_5_units5,True,4800,8.736206769943237
scenario_solver_20_trains_5_units13,True,5880,4.402308464050293
scenario_solver_20_trains_5_units12,True,4800,3.7526538372039795
scenario_solver_20_trains_5_units28,True,5520,5.0280373096466064
scenario_solver_20_trains_5_units22,True,5040,3.965127944946289
scenario_solver_20_trains_5_units2,True,6000,3.3964920043945312
scenario_solver_20_trains_5_units5,True,5880,6.347655534744263
