num_trains,type,k,time,time_first_solution,solution_found,num_movements
5,1,0,1.1709959506988525,1.1709959506988525,True,10
5,1,0,1.137148380279541,1.137148380279541,True,10
5,1,0,1.1273999214172363,1.1273999214172363,True,10
5,1,0,1.1455399990081787,1.1455399990081787,True,10
5,1,0,1.1153857707977295,1.1153857707977295,True,10
5,1,0,1.152252435684204,1.152252435684204,True,10
5,1,0,1.1364233493804932,1.1364233493804932,True,10
5,1,0,1.1723291873931885,1.1723291873931885,True,10
5,1,0,1.1388795375823975,1.1388795375823975,True,10
5,1,0,1.4316411018371582,1.4316411018371582,True,10
5,1,0,1.1468183994293213,1.1468183994293213,True,10
5,1,0,1.123250961303711,1.123250961303711,True,10
5,1,0,1.1199688911437988,1.1199688911437988,True,10
5,1,0,1.4402008056640625,1.4402008056640625,True,10
5,1,0,1.4546449184417725,1.4546449184417725,True,10
5,1,0,1.1242022514343262,1.1242022514343262,True,10
5,1,0,1.2248432636260986,1.2248432636260986,True,10
5,1,0,1.3780574798583984,1.3780574798583984,True,10
5,1,0,1.4281730651855469,1.4281730651855469,True,10
5,1,0,1.221083641052246,1.221083641052246,True,10
5,1,0,1.160233497619629,1.160233497619629,True,10
5,1,0,1.1184494495391846,1.1184494495391846,True,10
5,1,0,1.168492078781128,1.168492078781128,True,10
5,1,0,1.1078510284423828,1.1078510284423828,True,10
5,1,0,1.0922067165374756,1.0922067165374756,True,10
5,1,0,1.1039180755615234,1.1039180755615234,True,10
5,1,0,1.1501414775848389,1.1501414775848389,True,10
5,1,0,1.102407693862915,1.102407693862915,True,10
5,1,0,1.1110525131225586,1.1110525131225586,True,10
5,1,0,1.1143162250518799,1.1143162250518799,True,10
5,1/3,0,1.4462006092071533,1.4462006092071533,True,10
5,1/3,0,1.2568979263305664,1.2568979263305664,True,10
5,1/3,0,1.1855154037475586,1.1855154037475586,True,10
5,1/3,0,1.1698150634765625,1.1698150634765625,True,10
5,1/3,0,1.21236252784729,1.21236252784729,True,10
5,1/3,0,1.1969001293182373,1.1969001293182373,True,10
5,1/3,0,1.6065504550933838,1.6065504550933838,True,10
5,1/3,0,1.444321870803833,1.444321870803833,True,10
5,1/3,0,1.3715920448303223,1.3715920448303223,True,10
5,1/3,0,1.1200065612792969,1.1200065612792969,True,10
5,1/3,0,1.240211009979248,1.240211009979248,True,10
5,1/3,0,1.276317834854126,1.276317834854126,True,10
5,1/3,0,1.2139408588409424,1.2139408588409424,True,10
5,1/3,0,1.1981549263000488,1.1981549263000488,True,10
5,1/3,0,1.2489817142486572,1.2489817142486572,True,10
5,1/3,0,1.2736024856567383,1.2736024856567383,True,10
5,1/3,0,1.5720465183258057,1.5720465183258057,True,10
5,1/3,0,1.6016035079956055,1.6016035079956055,True,10
5,1/3,0,1.1492035388946533,1.1492035388946533,True,10
5,1/3,0,1.2067382335662842,1.2067382335662842,True,10
5,1/3,0,1.1406183242797852,1.1406183242797852,True,10
5,1/3,0,1.1237473487854004,1.1237473487854004,True,10
5,1/3,0,1.4076266288757324,1.4076266288757324,True,10
5,1/3,0,1.4097437858581543,1.4097437858581543,True,10
5,1/3,0,1.3468291759490967,1.3468291759490967,True,10
5,1/3,0,1.1463799476623535,1.1463799476623535,True,10
5,1/3,0,1.1472091674804688,1.1472091674804688,True,10
5,1/3,0,1.1441271305084229,1.1441271305084229,True,10
5,1/3,0,1.0850038528442383,1.0850038528442383,True,10
5,1/3,0,1.1898341178894043,1.1898341178894043,True,10
5,num_trains,0,1.134418249130249,1.134418249130249,True,10
5,num_trains,0,1.3491106033325195,1.3491106033325195,True,10
5,num_trains,0,1.3712446689605713,1.3712446689605713,True,10
