filename,found,total_computation_time
scenario_solver_25_trains_5_units3,True,00:00:11.6701065
scenario_solver_25_trains_5_units30,True,00:00:13.4864331
scenario_solver_25_trains_5_units4,True,00:00:11.5469522
scenario_solver_29_trains_10_units28,True,00:00:14.5921151
scenario_solver_29_trains_10_units29,True,00:00:15.8945906
scenario_solver_29_trains_10_units3,True,00:00:14.6750288
scenario_solver_29_trains_10_units30,True,00:00:11.8625514
scenario_solver_29_trains_10_units4,True,00:00:19.6243889
scenario_solver_27_trains_9_units28,True,00:00:10.7788604
scenario_solver_27_trains_9_units29,True,00:00:13.0758945
scenario_solver_27_trains_9_units3,True,00:00:13.7247223
scenario_solver_27_trains_9_units30,True,00:00:10.7993590
scenario_solver_27_trains_9_units4,True,00:00:13.3010766
scenario_solver_10_trains_4_units19,True,00:00:02.9348344
scenario_solver_10_trains_4_units2,True,00:00:02.9502248
scenario_solver_10_trains_4_units20,True,00:00:02.8402267
scenario_solver_10_trains_4_units21,True,00:00:03.3430620
scenario_solver_10_trains_4_units22,True,00:00:03.4034079
scenario_solver_10_trains_5_units14,True,00:00:03.7585097
scenario_solver_10_trains_5_units15,True,00:00:05.6167495
scenario_solver_10_trains_5_units16,True,00:00:05.6806620
scenario_solver_10_trains_5_units17,True,00:00:06.0303584
scenario_solver_10_trains_5_units18,True,00:00:06.3637858
scenario_solver_5_trains_5_units19,True,00:00:00.6014556
scenario_solver_5_trains_5_units2,True,00:00:00.5531671
scenario_solver_5_trains_5_units20,True,00:00:00.5823875
scenario_solver_5_trains_5_units21,True,00:00:00.5385237
scenario_solver_5_trains_5_units22,True,00:00:00.5142845
scenario_solver_26_trains_1_units5,True,00:00:10.4028250
scenario_solver_26_trains_1_units6,True,00:00:14.0092746
scenario_solver_26_trains_1_units7,True,00:00:11.5657090
scenario_solver_26_trains_1_units8,True,00:00:11.5948868
scenario_solver_26_trains_1_units9,True,00:00:11.0677325
scenario_solver_20_trains_1_units14,True,00:00:08.1116246
scenario_solver_20_trains_1_units15,True,00:00:08.3463508
scenario_solver_20_trains_1_units16,True,00:00:08.1036111
scenario_solver_20_trains_1_units17,True,00:00:08.0379783
scenario_solver_20_trains_1_units18,True,00:00:08.1234113
scenario_solver_28_trains_10_units28,True,00:00:14.5788982
scenario_solver_28_trains_10_units29,True,00:00:11.6662378
scenario_solver_28_trains_10_units3,True,00:00:13.1149706
scenario_solver_28_trains_10_units30,True,00:00:22.4214142
scenario_solver_28_trains_10_units4,True,00:00:14.8004127
scenario_solver_29_trains_10_units19,True,00:00:15.5345405
scenario_solver_29_trains_10_units2,True,00:00:22.2435920
scenario_solver_29_trains_10_units20,True,00:00:10.9416211
scenario_solver_29_trains_10_units21,True,00:00:10.0648937
scenario_solver_29_trains_10_units22,True,00:00:14.3212798
scenario_solver_33_trains_33_units28,True,00:00:48.6226812
scenario_solver_33_trains_33_units29,True,00:00:40.8985099
scenario_solver_33_trains_33_units3,True,00:01:07.4668729
scenario_solver_33_trains_33_units30,True,00:00:20.1044494
scenario_solver_33_trains_33_units4,True,00:00:43.5902835
scenario_solver_5_trains_1_units23,True,00:00:02.3008297
scenario_solver_5_trains_1_units24,True,00:00:01.7604128
scenario_solver_5_trains_1_units25,True,00:00:02.2727036
scenario_solver_5_trains_1_units26,True,00:00:02.3047823
scenario_solver_5_trains_1_units27,True,00:00:02.2434379
scenario_solver_20_trains_20_units14,True,00:00:04.5396769
scenario_solver_20_trains_20_units15,True,00:00:04.3322384
scenario_solver_20_trains_20_units16,True,00:00:04.8327718
scenario_solver_20_trains_20_units17,True,00:00:04.0101333
scenario_solver_20_trains_20_units18,True,00:00:04.7058930
scenario_solver_10_trains_10_units1,True,00:00:01.1891566
scenario_solver_10_trains_10_units10,True,00:00:01.1252665
scenario_solver_10_trains_10_units11,True,00:00:01.0742570
scenario_solver_10_trains_10_units12,True,00:00:00.9265518
scenario_solver_10_trains_10_units13,True,00:00:00.8044787
scenario_solver_30_trains_1_units1,True,00:00:11.7914577
scenario_solver_30_trains_1_units10,True,00:00:15.4127079
scenario_solver_30_trains_1_units11,True,00:00:12.6223810
scenario_solver_30_trains_1_units12,True,00:00:12.0692265
scenario_solver_30_trains_1_units13,True,00:00:12.2003134
scenario_solver_26_trains_5_units14,True,00:00:09.3921815
scenario_solver_26_trains_5_units15,True,00:00:10.8008940
scenario_solver_26_trains_5_units16,True,00:00:13.6372861
scenario_solver_26_trains_5_units17,True,00:00:15.2086007
scenario_solver_26_trains_5_units18,True,00:00:12.9452274
scenario_solver_5_trains_2_units1,True,00:00:02.3023537
scenario_solver_5_trains_2_units10,True,00:00:02.3451124
scenario_solver_5_trains_2_units11,True,00:00:02.3862007
scenario_solver_5_trains_2_units12,True,00:00:01.8082615
scenario_solver_5_trains_2_units13,True,00:00:01.8259716
scenario_solver_15_trains_15_units23,True,00:00:02.5177997
scenario_solver_15_trains_15_units24,True,00:00:02.4284647
scenario_solver_15_trains_15_units25,True,00:00:02.2542637
scenario_solver_15_trains_15_units26,True,00:00:02.4442686
scenario_solver_15_trains_15_units27,True,00:00:02.3715416
scenario_solver_5_trains_1_units28,True,00:00:02.2923331
scenario_solver_5_trains_1_units29,True,00:00:02.2985511
scenario_solver_5_trains_1_units3,True,00:00:02.2963820
scenario_solver_5_trains_1_units30,True,00:00:02.1542280
scenario_solver_5_trains_1_units4,True,00:00:02.1918826
scenario_solver_31_trains_5_units28,True,00:00:12.1670288
scenario_solver_31_trains_5_units29,True,00:00:20.7312767
scenario_solver_31_trains_5_units3,True,00:00:32.7592568
scenario_solver_31_trains_5_units30,True,00:00:15.1580370
scenario_solver_31_trains_5_units4,True,00:00:14.6542309
scenario_solver_15_trains_1_units14,True,00:00:04.9099923
scenario_solver_15_trains_1_units15,True,00:00:04.9302522
scenario_solver_15_trains_1_units16,True,00:00:04.9932816
scenario_solver_15_trains_1_units17,True,00:00:05.0236414
scenario_solver_15_trains_1_units18,True,00:00:04.9162596
scenario_solver_10_trains_1_units1,True,00:00:03.2297030
scenario_solver_10_trains_1_units10,True,00:00:03.1904475
scenario_solver_10_trains_1_units11,True,00:00:02.5545204
scenario_solver_10_trains_1_units12,True,00:00:02.4445099
scenario_solver_10_trains_1_units13,True,00:00:03.1694957
scenario_solver_30_trains_5_units23,True,00:00:11.8146341
scenario_solver_30_trains_5_units24,True,00:00:14.8068024
scenario_solver_30_trains_5_units25,True,00:00:11.0587157
scenario_solver_30_trains_5_units26,True,00:00:12.0420345
scenario_solver_30_trains_5_units27,True,00:00:16.9172711
scenario_solver_31_trains_5_units1,True,00:00:22.4077032
scenario_solver_31_trains_5_units10,True,00:00:18.1029400
scenario_solver_31_trains_5_units11,True,00:00:13.4088880
scenario_solver_31_trains_5_units12,True,00:00:13.8073092
scenario_solver_31_trains_5_units13,True,00:00:48.7227015
scenario_solver_26_trains_26_units23,True,00:00:07.1029195
scenario_solver_26_trains_26_units24,True,00:00:08.9618276
scenario_solver_26_trains_26_units25,True,00:00:08.9202970
scenario_solver_26_trains_26_units26,True,00:00:07.2901509
scenario_solver_26_trains_26_units27,True,00:00:08.1596043
scenario_solver_20_trains_7_units19,True,00:00:06.7909913
scenario_solver_20_trains_7_units2,True,00:00:07.8639959
scenario_solver_20_trains_7_units20,True,00:00:08.1155176
scenario_solver_20_trains_7_units21,True,00:00:07.4658008
scenario_solver_20_trains_7_units22,True,00:00:07.8134420
scenario_solver_27_trains_27_units5,True,00:00:08.1860029
scenario_solver_27_trains_27_units6,True,00:00:09.9146049
scenario_solver_27_trains_27_units7,True,00:00:06.8002323
scenario_solver_27_trains_27_units8,True,00:00:08.2820001
scenario_solver_27_trains_27_units9,True,00:00:08.0588874
scenario_solver_28_trains_1_units28,True,00:00:10.2954450
scenario_solver_28_trains_1_units29,True,00:00:10.1806720
scenario_solver_28_trains_1_units3,True,00:00:13.5891000
scenario_solver_28_trains_1_units30,True,00:00:10.3872466
scenario_solver_28_trains_1_units4,True,00:00:10.3378624
scenario_solver_30_trains_10_units28,True,00:00:13.0649514
scenario_solver_30_trains_10_units29,True,00:00:27.6836369
scenario_solver_30_trains_10_units3,True,00:00:13.6799859
scenario_solver_30_trains_10_units30,True,00:00:11.8553835
scenario_solver_30_trains_10_units4,True,00:00:16.3580021
scenario_solver_31_trains_1_units23,True,00:00:14.6028905
scenario_solver_31_trains_1_units24,True,00:00:12.3682634
scenario_solver_31_trains_1_units25,True,00:00:15.1668573
scenario_solver_31_trains_1_units26,True,00:00:14.5675810
scenario_solver_31_trains_1_units27,True,00:00:14.4557040
scenario_solver_27_trains_9_units1,True,00:00:12.5929589
scenario_solver_27_trains_9_units10,True,00:00:13.3234087
scenario_solver_27_trains_9_units11,True,00:00:12.4736130
scenario_solver_27_trains_9_units12,True,00:00:10.5095891
scenario_solver_27_trains_9_units13,True,00:00:14.1677719
scenario_solver_27_trains_1_units28,True,00:00:13.6721108
scenario_solver_27_trains_1_units29,True,00:00:13.1210828
scenario_solver_27_trains_1_units3,True,00:00:14.5410909
scenario_solver_27_trains_1_units30,True,00:00:13.8510962
scenario_solver_27_trains_1_units4,True,00:00:13.8227582
scenario_solver_33_trains_11_units23,True,00:00:41.7022796
scenario_solver_33_trains_11_units24,True,00:01:23.7789717
scenario_solver_33_trains_11_units25,True,00:00:49.3373414
scenario_solver_33_trains_11_units26,True,00:01:20.8631298
scenario_solver_33_trains_11_units27,True,00:00:51.9358681
scenario_solver_29_trains_29_units28,True,00:00:08.4025538
scenario_solver_29_trains_29_units29,True,00:00:10.3126817
scenario_solver_29_trains_29_units3,True,00:00:07.2914597
scenario_solver_29_trains_29_units30,True,00:00:09.6931732
scenario_solver_29_trains_29_units4,True,00:00:28.9372803
scenario_solver_33_trains_5_units5,True,00:00:30.7749876
scenario_solver_33_trains_5_units6,True,00:00:16.6872542
scenario_solver_33_trains_5_units7,True,00:00:35.5886480
scenario_solver_33_trains_5_units8,True,00:00:43.3600895
scenario_solver_33_trains_5_units9,True,00:00:37.0970670
scenario_solver_33_trains_33_units1,True,00:01:18.8621535
scenario_solver_33_trains_33_units10,True,00:00:23.2852225
scenario_solver_33_trains_33_units11,True,00:00:54.0861222
scenario_solver_33_trains_33_units12,True,00:00:21.9639398
scenario_solver_33_trains_33_units13,True,00:00:57.2156866
scenario_solver_33_trains_1_units23,True,00:00:38.6144561
scenario_solver_33_trains_1_units24,True,00:00:34.4663401
scenario_solver_33_trains_1_units25,True,00:00:36.0213625
scenario_solver_33_trains_1_units26,True,00:00:39.0033953
scenario_solver_33_trains_1_units27,True,00:00:53.7177833
scenario_solver_20_trains_1_units19,True,00:00:08.9792263
scenario_solver_20_trains_1_units2,True,00:00:09.0055030
scenario_solver_20_trains_1_units20,True,00:00:08.8366050
