num_trains,k,time,time_solution,solution_found
5,0,10.828388929367065,10.828388929367065,False
5,0,11.878491163253784,11.878491163253784,False
5,0,11.063762426376343,11.063762426376343,False
5,0,12.237197875976562,12.237197875976562,False
5,0,17.308439254760742,17.308439254760742,False
