num_trains,k,time,time_first_solution,solution_found,num_movements
5,0,25.90638828277588,25.90638828277588,True,10
5,0,24.6519775390625,24.6519775390625,True,10
5,0,21.59719181060791,21.59719181060791,True,10
5,0,24.183560848236084,24.183560848236084,True,10
5,0,24.043437004089355,24.043437004089355,True,10
