num_trains,k,time,time_solution
10,0,9.834277629852295
10,0,9.70114779472351
10,0,10.680737018585205
10,0,9.745492935180664
10,1,21.18861699104309
15,0,15.214471817016602
15,2,49.81741166114807
15,1,33.06584692001343
15,1,32.88611817359924
15,1,32.90763187408447
20,2,68.80233836174011
20,1,44.47681212425232
20,2,68.53511118888855
20,1,46.618664503097534
20,1,46.31162691116333
25,1,57.67566990852356
25,1,56.78521966934204
25,2,88.90733313560486
25,4,151.10204648971558
25,5,182.29958939552307
30,2,109.62507772445679
30,2,110.05115103721619
30,2,108.02529382705688
30,3,145.7822916507721
30,2,107.34701418876648
5,0,4.827735900878906
5,0,5.210824728012085
5,0,4.8157548904418945
5,0,4.64969539642334
5,0,4.854065656661987
