num_trains,k,time,time_solution
10,2,30.244683504104614
10,0,9.824718952178955
10,0,10.140981435775757
10,1,20.846643686294556
10,0,9.91799521446228
15,1,33.04262900352478
15,2,51.488544940948486
15,1,32.71212553977966
15,2,48.80183553695679
15,1,31.800737619400024
20,1,46.68394494056702
20,2,68.86190176010132
20,2,69.05324077606201
20,2,68.23685598373413
20,2,69.60127973556519
25,6,214.32854914665222
25,1,56.87690830230713
25,9,305.7786076068878
25,4,148.66097617149353
25,2,88.20678663253784
30,4,182.7884795665741
30,5,219.99836564064026
30,5,219.96918725967407
30,1,70.4745705127716
30,4,182.78142046928406
5,0,5.037853717803955
5,0,4.7761595249176025
5,0,5.519244432449341
5,0,4.5990149974823
5,0,4.909824371337891
