num_trains,type,k,time,time_first_solution,solution_found,num_movements
15,15,0,117.78085899353027,117.78085899353027,True,48
15,15,1,196.0817666053772,196.0817666053772,True,51
15,15,3,325.69784474372864,325.69784474372864,True,54
