num_trains,end_time,k,time,time_first_solution,solution_found,num_movements
20,4920,5,131.79938578605652,131.79938578605652,True,71
20,4920,6,112.9224112033844,112.9224112033844,True,74
20,4920,4,88.2552764415741,88.2552764415741,True,70
20,4920,7,129.36581420898438,129.36581420898438,True,72
20,4920,4,85.88235974311829,85.88235974311829,True,74
20,4920,3,65.59118628501892,65.59118628501892,True,72
20,4920,6,115.4122633934021,115.4122633934021,True,72
20,4920,6,106.19560599327087,106.19560599327087,True,68
20,4920,4,78.68338990211487,78.68338990211487,True,68
20,4920,3,96.97007346153259,96.97007346153259,True,71
20,4920,5,121.19565320014954,121.19565320014954,True,72
20,4920,7,155.81494569778442,155.81494569778442,True,68
20,4920,128,1800.5574374198914,1800.5574374198914,False,70
20,4920,4,82.43572807312012,82.43572807312012,True,72
20,4920,30,432.32149171829224,432.32149171829224,True,73
20,4920,3,77.29522728919983,77.29522728919983,True,68
20,4920,17,249.27836728096008,249.27836728096008,True,74
20,4920,9,192.29226756095886,192.29226756095886,True,76
20,4920,4,107.87064552307129,107.87064552307129,True,76
20,4920,5,122.02593088150024,122.02593088150024,True,72
20,4920,6,121.41245079040527,121.41245079040527,True,70
20,4920,14,250.71444630622864,250.71444630622864,True,70
20,4920,5,94.61384344100952,94.61384344100952,True,66
20,4920,16,224.79763531684875,224.79763531684875,True,72
20,4920,6,106.05927038192749,106.05927038192749,True,72
20,4920,7,123.40820479393005,123.40820479393005,True,68
20,4920,1,41.93777632713318,41.93777632713318,True,68
20,4920,5,122.95300340652466,122.95300340652466,True,70
20,4920,2,71.07406187057495,71.07406187057495,True,68
20,4920,3,74.7435212135315,74.7435212135315,True,72
20,5160,7,175.00759100914001,175.00759100914001,True,70
20,5160,13,235.48933577537537,235.48933577537537,True,74
20,5160,6,120.60721254348755,120.60721254348755,True,76
20,5160,3,74.91524934768677,74.91524934768677,True,76
20,5160,3,74.88444972038269,74.88444972038269,True,70
20,5160,8,137.62400364875793,137.62400364875793,True,74
20,5160,10,168.61996841430664,168.61996841430664,True,68
20,5160,3,68.78132820129395,68.78132820129395,True,74
20,5160,1,40.899293661117554,40.899293661117554,True,66
20,5160,6,173.26770448684692,173.26770448684692,True,74
20,5160,5,139.47734308242798,139.47734308242798,True,76
20,5160,32,646.0847284793854,646.0847284793854,True,66
20,5160,33,546.056557893753,546.056557893753,True,72
20,5160,8,146.55977845191956,146.55977845191956,True,70
20,5160,18,286.4378616809845,286.4378616809845,True,78
20,5160,1,48.620157957077026,48.620157957077026,True,68
20,5160,11,187.9866063594818,187.9866063594818,True,79
20,5160,5,137.33916521072388,137.33916521072388,True,74
20,5160,8,195.17221879959106,195.17221879959106,True,74
20,5160,8,189.87265849113464,189.87265849113464,True,76
20,5160,17,303.3971402645111,303.3971402645111,True,72
20,5160,3,76.69415378570557,76.69415378570557,True,74
20,5160,16,264.14971947669983,264.14971947669983,True,74
20,5160,2,54.96159887313843,54.96159887313843,True,70
20,5160,3,67.00839853286743,67.00839853286743,True,76
20,5160,11,189.11550092697144,189.11550092697144,True,72
20,5160,7,135.34295988082886,135.34295988082886,True,72
20,5160,8,200.07466459274292,200.07466459274292,True,72
20,5160,1,57.367554664611816,57.367554664611816,True,66
20,5160,6,131.56383776664734,131.56383776664734,True,72
20,5400,5,142.05074954032898,142.05074954032898,True,78
20,5400,18,317.17223143577576,317.17223143577576,True,75
20,5400,4,92.15500116348267,92.15500116348267,True,80
20,5400,6,119.56889295578003,119.56889295578003,True,76
20,5400,20,382.448930978775,382.448930978775,True,68
20,5400,6,110.09011316299438,110.09011316299438,True,70
20,5400,5,102.48446774482727,102.48446774482727,True,81
20,5400,2,57.04474377632141,57.04474377632141,True,70
20,5400,2,57.25920629501343,57.25920629501343,True,66
20,5400,9,253.19734454154968,253.19734454154968,True,76
20,5400,2,83.1894907951355,83.1894907951355,True,79
20,5400,7,187.38530611991882,187.38530611991882,True,78
20,5400,7,148.17775559425354,148.17775559425354,True,72
20,5400,44,728.7683038711548,728.7683038711548,True,68
20,5400,7,137.6314651966095,137.6314651966095,True,70
20,5400,7,146.7051498889923,146.7051498889923,True,76
20,5400,11,197.57856345176697,197.57856345176697,True,68
