rho,num_trains,k,time,time_first_solution,solution_found,num_movements
0.5,30,5,886.2454743385315,886.2454743385315,True,165
0.5,30,9,1333.018164396286,1333.018164396286,True,148
0.5,30,6,1072.779581785202,1072.779581785202,True,177
0.5,30,5,966.7153551578522,966.7153551578522,True,159
0.5,30,8,1474.7078123092651,1474.7078123092651,True,190
0.5,30,4,819.2418024539948,819.2418024539948,True,158
0.5,30,13,1847.1084158420563,1847.1084158420563,False,162
0.5,30,4,771.2391059398651,771.2391059398651,True,172
0.5,30,5,945.4473085403442,945.4473085403442,True,173
0.5,30,8,1509.793046951294,1509.793046951294,True,166
0.5,30,4,743.8516421318054,743.8516421318054,True,167
0.5,30,5,1335.711709022522,1335.711709022522,True,166
0.5,30,14,1870.7209966182709,1870.7209966182709,False,156
0.5,30,5,927.57470703125,927.57470703125,True,155
0.5,30,4,774.0335614681244,774.0335614681244,True,164
0.5,30,4,789.2146165370941,789.2146165370941,True,175
0.5,30,7,1259.0077311992645,1259.0077311992645,True,168
0.5,30,6,1291.346153497696,1291.346153497696,True,168
0.5,30,9,1859.184292793274,1859.184292793274,False,173
0.5,30,12,1859.6169769763947,1859.6169769763947,False,154
0.5,30,9,1220.5845272541046,1220.5845272541046,True,170
0.5,30,12,1915.8081617355347,1915.8081617355347,False,166
0.5,30,6,1076.8730421066284,1076.8730421066284,True,185
0.5,30,10,1950.8760826587677,1950.8760826587677,False,174
0.5,30,4,861.2731020450592,861.2731020450592,True,177
0.5,30,5,926.0459914207458,926.0459914207458,True,183
0.5,30,7,1241.3465304374695,1241.3465304374695,True,174
0.5,30,7,1406.5440692901611,1406.5440692901611,True,165
0.5,30,4,784.6292629241943,784.6292629241943,True,181
0.5,30,8,1521.0115823745728,1521.0115823745728,True,164
0.5,30,4,855.9531352519989,855.9531352519989,True,175
0.5,30,13,1869.8283295631409,1869.8283295631409,False,176
0.5,30,7,1209.5671880245209,1209.5671880245209,True,171
0.5,30,5,902.761636018753,902.761636018753,True,168
0.5,30,3,624.581155538559,624.581155538559,True,201
0.5,30,6,949.8609848022461,949.8609848022461,True,155
0.5,30,12,1912.8260536193848,1912.8260536193848,False,173
0.5,30,6,1242.6248252391815,1242.6248252391815,True,164
0.5,30,10,1412.0225102901459,1412.0225102901459,True,154
0.5,30,5,977.7656216621399,977.7656216621399,True,178
0.5,30,6,1013.1252896785736,1013.1252896785736,True,185
0.5,30,4,674.2960674762726,674.2960674762726,True,172
0.5,30,6,1059.6995596885681,1059.6995596885681,True,168
0.5,30,11,1567.721173286438,1567.721173286438,True,164
0.5,30,7,1178.0396347045898,1178.0396347045898,True,158
0.5,30,5,930.1798169612885,930.1798169612885,True,159
0.5,30,7,1131.2081258296967,1131.2081258296967,True,171
0.5,30,3,631.2206683158875,631.2206683158875,True,147
0.5,30,3,692.2477910518646,692.2477910518646,True,171
0.5,30,5,949.8155727386475,949.8155727386475,True,163
0.5,30,8,1303.3335523605347,1303.3335523605347,True,177
0.5,30,4,837.646886587143,837.646886587143,True,192
0.5,30,6,1163.9392566680908,1163.9392566680908,True,185
0.5,30,6,1127.8980977535248,1127.8980977535248,True,187
0.5,30,3,637.14595246315,637.14595246315,True,176
0.5,30,13,1848.9085841178894,1848.9085841178894,False,172
0.5,30,5,935.1903586387634,935.1903586387634,True,159
0.5,30,6,1094.1277124881744,1094.1277124881744,True,173
0.5,30,4,717.0328912734985,717.0328912734985,True,163
0.5,30,5,942.1001853942871,942.1001853942871,True,166
0.5,30,5,872.4813630580902,872.4813630580902,True,162
0.5,30,6,998.4519140720367,998.4519140720367,True,159
0.5,30,4,816.3043591976166,816.3043591976166,True,164
0.5,30,7,1168.1301579475403,1168.1301579475403,True,195
0.5,30,5,960.7260293960571,960.7260293960571,True,160
0.5,30,9,1877.3553094863892,1877.3553094863892,False,169
1,30,7,1294.3429293632507,1294.3429293632507,True,176
1,30,3,811.9173107147217,811.9173107147217,True,158
1,30,5,990.2378618717194,990.2378618717194,True,188
1,30,5,991.6022069454193,991.6022069454193,True,165
1,30,4,1008.3781862258911,1008.3781862258911,True,182
1,30,10,1813.507272720337,1813.507272720337,False,175
1,30,12,1692.4260296821594,1692.4260296821594,True,173
1,30,5,955.3341784477234,955.3341784477234,True,164
1,30,12,1812.9730854034424,1812.9730854034424,False,162
1,30,8,1237.277260541916,1237.277260541916,True,166
1,30,9,1677.8885705471039,1677.8885705471039,True,156
1,30,3,638.1682238578796,638.1682238578796,True,165
1,30,3,656.9165380001068,656.9165380001068,True,181
1,30,4,762.2314140796661,762.2314140796661,True,161
