num_trains,type,time,time_first_solution,solution_found,num_movements
5,1,2.8511218,2.56,True,10
5,1,2.7372445,2.4,True,10
5,1,2.5543811,2.29,True,10
5,1,2.5747564,2.31,True,10
5,1,2.5437535,2.28,True,10
5,1,2.5626855,2.29,True,10
5,1,2.6329077,2.37,True,10
5,1,2.5665683,2.29,True,10
5,1,2.4737334,2.23,True,10
5,1,2.5744022,2.32,True,10
5,1,2.6410954,2.32,True,10
5,1,2.6110045,2.33,True,10
5,1,2.5647491,2.33,True,10
5,1,2.5612382,2.3,True,10
5,1,2.5761741,2.27,True,10
5,1,2.8497355,2.56,True,10
5,1,2.6330559,2.31,True,10
5,1,2.5747564,2.28,True,10
5,1,2.5590528,2.27,True,10
5,1,2.5878092,2.32,True,10
5,1,2.8622025,2.56,True,10
5,1,2.6133029,2.29,True,10
5,1,2.5872931,2.26,True,10
5,1,2.5437094,2.27,True,10
5,1,2.6080682,2.32,True,10
5,1,2.5398362,2.26,True,10
5,1,2.5421753,2.27,True,10
5,1,2.5987057,2.28,True,10
5,1,2.5600791,2.35,True,10
5,1,2.5789238,2.31,True,10
5,1/3,2.6358541,2.27,True,10
5,1/3,2.5913929,2.34,True,10
5,1/3,2.622568,2.22,True,10
5,1/3,2.5818432,2.35,True,10
5,1/3,2.6166019,2.45,True,10
5,1/3,2.6411198,2.35,True,10
5,1/3,2.5853363,2.35,True,10
5,1/3,2.6112355,2.36,True,10
5,1/3,2.4846997,2.31,True,10
5,1/3,2.5702683,2.32,True,10
5,1/3,2.5392453,2.23,True,10
5,1/3,2.5987777,2.3,True,10
5,1/3,2.6017958,2.34,True,10
5,1/3,2.594468,2.35,True,10
5,1/3,2.6070704,2.44,True,10
5,1/3,2.5640028,2.35,True,10
5,1/3,2.638165,2.38,True,10
5,1/3,2.6173927,2.41,True,10
5,1/3,2.5833934,2.36,True,10
5,1/3,2.5598235,2.36,True,10
5,1/3,2.441375,2.31,True,10
5,1/3,2.4865276,2.23,True,10
5,1/3,2.5133328,2.31,True,10
5,1/3,2.518514,2.29,True,10
5,1/3,2.5437302,2.18,True,10
5,1/3,2.5691792,2.34,True,10
5,1/3,2.6862767,2.37,True,10
5,1/3,2.5922721,2.38,True,10
5,1/3,2.5932078,2.34,True,10
5,1/3,2.5687145,2.31,True,10
5,num_trains,1.2129702,1.2129702,True,10
5,num_trains,0.8247948,0.41,True,10
5,num_trains,0.8688083,0.42,True,10
5,num_trains,0.8617122,0.8617122,True,10
5,num_trains,0.9088045,0.59,True,10
5,num_trains,1.089317,0.66,True,10
5,num_trains,0.9584575,0.64,True,10
5,num_trains,0.873355,0.873355,True,10
5,num_trains,0.8722995,0.8722995,True,10
5,num_trains,0.8707469,0.8707469,True,10
5,num_trains,1.1111767,0.61,True,10
5,num_trains,0.9302581,0.47,True,10
5,num_trains,0.8525559,0.43,True,10
5,num_trains,0.8520661,0.42,True,10
5,num_trains,0.868376,0.57,True,10
5,num_trains,1.1146428,0.8,True,10
5,num_trains,0.9432202,0.55,True,10
5,num_trains,0.8962994,0.56,True,10
5,num_trains,0.8986742,0.45,True,10
5,num_trains,0.8590722,0.52,True,10
5,num_trains,0.9915827,0.67,True,10
5,num_trains,0.8611245,0.8611245,True,10
5,num_trains,0.8786678,0.55,True,10
5,num_trains,1.0277569,0.66,True,10
5,num_trains,0.8401629,0.8401629,True,10
5,num_trains,0.8104395,0.5,True,10
5,num_trains,0.8389383,0.8389383,True,10
5,num_trains,0.8343998,0.52,True,10
5,num_trains,0.8205388,0.46,True,10
5,num_trains,0.8413838,0.43,True,10
10,1,3.557874,3.03,True,20
10,1,3.219574,2.75,True,20
10,1,3.6036758,3.12,True,20
10,1,3.1246525,2.7,True,20
10,1,3.2330567,2.71,True,20
10,1,3.7804429,3.09,True,20
10,1,3.322966,2.82,True,20
10,1,3.3205783,2.73,True,20
10,1,3.4118257,2.91,True,20
10,1,3.4366154,2.9,True,20
10,1,3.1616438,2.68,True,20
10,1,3.1127935,2.65,True,20
10,1,3.0879034,2.64,True,20
10,1,3.1896748,2.74,True,20
10,1,3.0640571,2.55,True,20
10,1,3.3194946,2.81,True,20
10,1,3.2517549,2.71,True,20
10,1,3.2540485,2.73,True,20
10,1,3.4275046,2.69,True,20
10,1,3.3447103,2.65,True,20
10,1,3.1985174,2.66,True,20
10,1,3.1329699,2.62,True,20
10,1,3.2220941,2.7,True,20
10,1,3.3176844,2.76,True,20
10,1,3.2659378,2.74,True,20
10,1,3.2409857,2.75,True,20
10,1,3.2627719,2.6,True,20
10,1,3.0482613,2.59,True,20
10,1,3.1575781,2.6,True,20
10,1,3.1390755,2.69,True,20
10,5,3.3258489,2.92,True,20
10,5,3.3144934,2.73,True,20
10,5,3.1463052,2.69,True,20
10,5,3.3630061,2.76,True,20
10,5,3.1990667,2.78,True,20
10,5,3.4665333,2.86,True,20
10,5,3.4455957,2.91,True,20
10,5,3.5339329,2.92,True,20
10,5,3.3502674,2.9,True,20
10,5,3.3757747,2.88,True,20
10,5,3.3594838,2.92,True,20
10,5,3.4685347,2.88,True,20
10,5,3.3594849,2.76,True,20
10,5,3.4627488,2.91,True,20
10,5,3.2342067,2.79,True,20
10,5,3.4233487,3.03,True,20
10,5,3.5388145,2.73,True,20
10,5,3.1803126,2.71,True,20
10,5,3.4186658,2.98,True,20
10,5,2.6260728,2.2,True,20
10,5,3.3543367,2.89,True,20
10,5,3.2886317,2.82,True,20
10,5,3.1798084,2.76,True,20
10,5,3.2595679,2.71,True,20
10,5,3.1591888,2.75,True,20
10,5,3.9774141,2.96,True,20
10,5,3.1667791,2.71,True,20
10,5,2.8698632,2.37,True,20
