num_trains,k,time,time_first_solution,solution_found,num_movements,total_model_creation_time,solve_time_total,admm_update_time_total,lr_update_time_total
30,28,3649.3602080345154,3649.3602080345154,False,152,82.07371425628662,3442.8411254882812,107.46404027938843,16.9755961894989
30,12,1809.7786564826965,1809.7786564826965,True,181,81.89514303207397,1673.1701743602753,47.21502232551575,7.495791435241699
30,25,3426.9606528282166,3426.9606528282166,True,173,81.47575569152832,3228.3678765296936,99.2349956035614,17.876739025115967
