num_trains,k,time,time_solution
10,0,15.133462905883789
10,0,12.345935106277466
10,0,12.242635011672974
10,0,11.70737075805664
10,1,24.010377407073975
15,2,58.88992977142334
15,2,57.6656174659729
15,1,41.76223111152649
15,0,20.34445095062256
15,1,38.871028900146484
20,2,77.02780985832214
20,2,79.95107293128967
20,6,180.3815677165985
20,2,82.90036392211914
20,2,81.75019478797913
25,6,226.88190579414368
25,4,172.42026734352112
25,5,202.92221331596375
25,3,131.33904790878296
25,1,72.00085163116455
30,3,166.21453261375427
30,3,173.6082878112793
30,5,233.47620224952698
30,3,179.76164388656616
30,4,215.6778838634491
5,0,9.229518175125122
5,0,6.68705415725708
5,0,5.615636110305786
5,0,5.965041160583496
5,0,6.418291091918945
