num_trains,k,time,time_solution
10,0,14.607768774032593
10,0,12.136321783065796
10,0,12.62958288192749
10,0,13.700411081314087
10,1,26.270304441452026
15,1,42.007691383361816
15,1,37.697792530059814
15,1,37.79391932487488
15,1,38.88363718986511
15,1,37.61702346801758
20,2,79.2491295337677
20,1,52.99897742271423
20,10,277.40174746513367
20,1,52.15797567367554
20,2,78.95755290985107
25,2,101.84972667694092
25,1,67.03390097618103
25,3,140.02191853523254
25,20,678.8131260871887
25,4,163.50173711776733
30,6,278.74912214279175
30,10,432.3160150051117
30,4,197.49155402183533
30,3,157.64383363723755
30,6,288.14617109298706
5,0,5.271556854248047
5,0,5.145296335220337
5,0,5.618738174438477
5,0,5.41064715385437
5,0,5.526614189147949
