num_trains,k,time,time_solution
10,0,11.13463306427002
10,0,10.552389860153198
10,0,11.072040557861328
10,0,10.067822456359863
10,2,35.20263648033142
15,0,18.539954900741577
15,1,38.00680589675903
15,1,36.35130429267883
15,1,37.38269758224487
15,1,36.311304330825806
20,1,51.53801202774048
20,0,27.071885585784912
20,3,102.5924620628357
20,0,26.886394023895264
20,2,76.17287182807922
25,3,129.58658170700073
25,0,34.230693101882935
25,4,164.12928080558777
25,2,101.93577671051025
25,1,69.33168339729309
30,3,159.0131471157074
30,3,161.10395669937134
30,2,126.46602249145508
30,4,208.02070140838623
30,5,251.49289655685425
5,0,4.8018364906311035
5,0,5.093451261520386
5,0,4.862053155899048
5,0,4.683438777923584
5,0,4.992741823196411
