num_trains,k,time,time_solution
10,0,20.907845497131348
10,0,15.04206895828247
10,0,14.346765756607056
10,0,12.667546272277832
10,1,25.76628065109253
15,1,45.67566919326782
15,1,50.96572995185852
15,2,103.48195004463196
15,0,20.00209927558899
15,1,38.764856576919556
20,1,55.21954965591431
20,1,57.79195761680603
20,6,182.76867032051086
20,1,51.034499168395996
20,7,212.73179078102112
25,2,101.36085343360901
25,5,191.54518866539001
25,1,69.63186573982239
25,3,131.49745988845825
25,5,201.29756045341492
30,2,125.6792585849762
30,2,121.78502202033997
30,3,160.1822383403778
30,5,237.08938646316528
30,20,813.491485118866
5,0,5.021090269088745
5,0,4.665188312530518
5,0,5.094400644302368
5,0,4.914255380630493
5,0,4.777420520782471
