filename,found,total_computation_time
scenario_solver_15_trains_15_units26,True,00:00:07.0707981
scenario_solver_15_trains_15_units27,True,00:00:07.8808178
scenario_solver_5_trains_1_units28,True,00:00:03.5826035
scenario_solver_5_trains_1_units29,True,00:00:03.5168438
scenario_solver_5_trains_1_units3,True,00:00:03.5894207
scenario_solver_5_trains_1_units30,True,00:00:03.9845801
scenario_solver_5_trains_1_units4,True,00:00:03.7119437
scenario_solver_31_trains_5_units28,True,00:01:54.7279669
scenario_solver_31_trains_5_units29,True,00:01:52.6331245
scenario_solver_31_trains_5_units3,True,00:02:27.9980043
scenario_solver_31_trains_5_units30,True,00:02:22.7824391
scenario_solver_31_trains_5_units4,True,00:01:20.8870771
scenario_solver_15_trains_1_units14,True,00:00:11.8373992
scenario_solver_15_trains_1_units15,True,00:00:12.7808840
scenario_solver_15_trains_1_units16,True,00:00:12.5092438
scenario_solver_15_trains_1_units17,True,00:00:14.0588284
scenario_solver_15_trains_1_units18,True,00:00:13.1757135
scenario_solver_10_trains_1_units1,True,00:00:06.0924783
scenario_solver_10_trains_1_units10,True,00:00:05.9562041
scenario_solver_10_trains_1_units11,True,00:00:05.7935414
scenario_solver_10_trains_1_units12,True,00:00:05.7278932
scenario_solver_10_trains_1_units13,True,00:00:05.8327942
scenario_solver_30_trains_5_units23,True,00:01:46.8797765
scenario_solver_30_trains_5_units24,True,00:01:08.8646586
scenario_solver_30_trains_5_units25,True,00:00:29.2790489
scenario_solver_30_trains_5_units26,True,00:01:31.5194402
scenario_solver_30_trains_5_units27,True,00:00:30.2847553
scenario_solver_31_trains_5_units1,True,00:02:06.5234498
scenario_solver_31_trains_5_units10,True,00:01:55.6940273
scenario_solver_31_trains_5_units11,True,00:01:29.5181711
scenario_solver_31_trains_5_units12,True,00:02:45.9062702
scenario_solver_31_trains_5_units13,True,00:03:39.4220818
scenario_solver_26_trains_26_units23,True,00:00:27.1363227
scenario_solver_26_trains_26_units24,True,00:00:12.3471925
scenario_solver_26_trains_26_units25,True,00:00:16.1748513
scenario_solver_26_trains_26_units26,True,00:00:13.5961131
scenario_solver_26_trains_26_units27,True,00:00:15.5140218
scenario_solver_20_trains_7_units19,True,00:00:12.2974392
scenario_solver_20_trains_7_units2,True,00:00:12.5476377
scenario_solver_20_trains_7_units20,True,00:00:14.1900851
scenario_solver_20_trains_7_units21,True,00:00:16.5593535
scenario_solver_20_trains_7_units22,True,00:00:15.5651247
scenario_solver_27_trains_27_units5,True,00:00:13.5617728
scenario_solver_27_trains_27_units6,True,00:00:24.6276583
scenario_solver_27_trains_27_units7,True,00:00:31.7259749
scenario_solver_27_trains_27_units8,True,00:00:14.5397487
scenario_solver_27_trains_27_units9,True,00:00:19.0562609
scenario_solver_28_trains_1_units28,True,00:00:24.4814386
scenario_solver_28_trains_1_units29,True,00:00:20.9724810
scenario_solver_28_trains_1_units3,True,00:00:21.8043213
scenario_solver_28_trains_1_units30,True,00:00:22.8322784
scenario_solver_28_trains_1_units4,True,00:01:27.4690266
scenario_solver_30_trains_10_units28,True,00:02:16.2514585
scenario_solver_30_trains_10_units29,True,00:01:20.9296024
scenario_solver_30_trains_10_units3,True,00:02:23.9952839
scenario_solver_30_trains_10_units30,True,00:01:10.9242333
scenario_solver_30_trains_10_units4,True,00:01:29.5969162
scenario_solver_31_trains_1_units23,True,00:00:54.8261584
scenario_solver_31_trains_1_units24,True,00:01:59.1448983
scenario_solver_31_trains_1_units25,True,00:00:48.2136486
scenario_solver_31_trains_1_units26,True,00:01:15.5820815
scenario_solver_31_trains_1_units27,True,00:00:37.6083848
scenario_solver_27_trains_9_units1,True,00:00:18.1783394
scenario_solver_27_trains_9_units10,True,00:00:19.2146478
scenario_solver_27_trains_9_units11,True,00:00:43.1329828
scenario_solver_27_trains_9_units12,True,00:00:21.1006041
scenario_solver_27_trains_9_units13,True,00:00:17.4729997
scenario_solver_27_trains_1_units28,True,00:00:26.3066419
scenario_solver_27_trains_1_units29,True,00:00:32.2735117
scenario_solver_27_trains_1_units3,True,00:00:17.5470326
scenario_solver_27_trains_1_units30,True,00:00:22.6534357
scenario_solver_27_trains_1_units4,True,00:00:21.1903798
scenario_solver_33_trains_11_units23,True,00:03:43.5288084
scenario_solver_33_trains_11_units26,True,00:02:20.1613425
scenario_solver_33_trains_11_units27,True,00:02:48.0888651
scenario_solver_29_trains_29_units28,True,00:01:31.0515350
scenario_solver_29_trains_29_units29,True,00:00:53.3923273
scenario_solver_29_trains_29_units3,True,00:00:39.4089692
scenario_solver_29_trains_29_units30,True,00:00:20.9406368
scenario_solver_29_trains_29_units4,True,00:01:30.4711721
scenario_solver_33_trains_5_units5,True,00:03:05.3123649
scenario_solver_33_trains_5_units6,True,00:02:21.2658982
scenario_solver_33_trains_5_units7,True,00:02:36.7360863
scenario_solver_33_trains_5_units8,True,00:02:08.9235575
scenario_solver_33_trains_5_units9,True,00:03:29.2586868
scenario_solver_33_trains_33_units10,True,00:01:57.0330349
scenario_solver_33_trains_33_units11,True,00:02:40.2011941
scenario_solver_33_trains_33_units12,True,00:02:43.1199352
scenario_solver_33_trains_33_units13,True,00:02:39.5773935
scenario_solver_33_trains_1_units23,True,00:03:26.9744848
scenario_solver_33_trains_1_units24,True,00:03:10.1623461
scenario_solver_33_trains_1_units25,True,00:03:04.6716007
scenario_solver_33_trains_1_units26,True,00:03:42.0196397
scenario_solver_33_trains_1_units27,True,00:03:44.9434789
scenario_solver_20_trains_1_units19,True,00:00:17.3367406
scenario_solver_20_trains_1_units2,True,00:00:13.6531405
scenario_solver_20_trains_1_units20,True,00:00:15.4676078
scenario_solver_20_trains_1_units21,True,00:00:14.2978590
scenario_solver_20_trains_1_units22,True,00:00:14.7364102
scenario_solver_10_trains_10_units19,True,00:00:03.7503708
scenario_solver_10_trains_10_units2,True,00:00:04.0102138
scenario_solver_10_trains_10_units20,True,00:00:03.1996807
scenario_solver_10_trains_10_units21,True,00:00:05.8473864
scenario_solver_10_trains_10_units22,True,00:00:04.3232712
scenario_solver_10_trains_4_units14,True,00:00:06.0235134
scenario_solver_10_trains_4_units15,True,00:00:07.8210611
scenario_solver_10_trains_4_units16,True,00:00:06.3794795
scenario_solver_10_trains_4_units17,True,00:00:08.8964305
scenario_solver_10_trains_4_units18,True,00:00:06.5660986
scenario_solver_10_trains_4_units5,True,00:00:06.1883352
scenario_solver_10_trains_4_units6,True,00:00:07.0013999
scenario_solver_10_trains_4_units7,True,00:00:06.7656359
scenario_solver_10_trains_4_units8,True,00:00:07.1691538
scenario_solver_10_trains_4_units9,True,00:00:07.6688565
scenario_solver_27_trains_5_units19,True,00:00:24.7992425
scenario_solver_27_trains_5_units2,True,00:00:19.0229474
scenario_solver_27_trains_5_units20,True,00:00:19.5300493
scenario_solver_27_trains_5_units21,True,00:00:21.0528035
scenario_solver_27_trains_5_units22,True,00:00:23.1324156
scenario_solver_20_trains_20_units19,True,00:00:12.5893671
scenario_solver_20_trains_20_units2,True,00:00:08.4121763
scenario_solver_20_trains_20_units20,True,00:00:10.4685942
scenario_solver_20_trains_20_units21,True,00:00:11.0756849
scenario_solver_20_trains_20_units22,True,00:00:10.6668054
scenario_solver_15_trains_5_units23,True,00:00:12.8030470
scenario_solver_15_trains_5_units24,True,00:00:12.3260075
scenario_solver_15_trains_5_units25,True,00:00:12.3203175
scenario_solver_15_trains_5_units26,True,00:00:12.5475226
scenario_solver_15_trains_5_units27,True,00:00:11.3887508
scenario_solver_25_trains_1_units1,True,00:00:15.9264378
scenario_solver_25_trains_1_units10,True,00:00:16.9621940
scenario_solver_25_trains_1_units11,True,00:00:18.8999222
scenario_solver_25_trains_1_units12,True,00:00:17.7566696
scenario_solver_25_trains_1_units13,True,00:00:23.6152969
scenario_solver_29_trains_29_units1,True,00:01:44.7700675
scenario_solver_29_trains_29_units10,True,00:00:53.6079546
scenario_solver_29_trains_29_units11,True,00:01:49.9475790
scenario_solver_29_trains_29_units12,True,00:00:21.4163390
scenario_solver_29_trains_29_units13,True,00:01:25.3323108
scenario_solver_33_trains_1_units28,True,00:03:35.4608732
scenario_solver_33_trains_1_units29,True,00:02:26.3490471
scenario_solver_33_trains_1_units3,True,00:03:52.7244643
scenario_solver_33_trains_1_units30,True,00:03:01.7861178
scenario_solver_33_trains_1_units4,True,00:03:58.6414444
scenario_solver_30_trains_10_units5,True,00:01:51.5044297
scenario_solver_30_trains_10_units6,True,00:01:14.0618102
scenario_solver_30_trains_10_units7,True,00:01:55.1178637
scenario_solver_30_trains_10_units8,True,00:01:54.9737688
scenario_solver_30_trains_10_units9,True,00:02:04.0520552
scenario_solver_32_trains_32_units28,True,00:01:41.9512541
scenario_solver_32_trains_32_units29,True,00:02:29.7918415
scenario_solver_32_trains_32_units3,True,00:02:46.9449214
scenario_solver_32_trains_32_units30,True,00:01:14.1638916
scenario_solver_32_trains_32_units4,True,00:01:29.5808792
scenario_solver_15_trains_1_units5,True,00:00:12.7201222
scenario_solver_15_trains_1_units6,True,00:00:11.6109052
scenario_solver_15_trains_1_units7,True,00:00:12.8158123
scenario_solver_15_trains_1_units8,True,00:00:12.1758247
scenario_solver_15_trains_1_units9,True,00:00:10.9345317
scenario_solver_30_trains_5_units28,True,00:02:15.8046152
scenario_solver_30_trains_5_units29,True,00:01:34.0744498
scenario_solver_30_trains_5_units3,True,00:01:37.7305363
scenario_solver_30_trains_5_units30,True,00:01:03.3671885
scenario_solver_30_trains_5_units4,True,00:01:12.4947164
